partId,bomId
21020533,-3e1c2386:196394db717:5ce8
21020533,-f717141:182cd385f4b:19b9
21020533,2745edc9:1856333a78b:-7cf8
21020533,2a425dc5:18777e8e05a:-5319
21020533,4843cdee:1840acc7dbd:-16a1
21020533,4843cdee:1840acc7dbd:-1b32
21020533,6c7d5068:18cab5cc7df:5fa1
21020534,-320c6525:1856163303b:-6af3
21020534,-3e1c2386:196394db717:5ce9
21020534,-f717141:182cd385f4b:19ba
21020534,2745edc9:1856333a78b:-7cf7
21020534,2a425dc5:18777e8e05a:-5318
21020534,4843cdee:1840acc7dbd:-16a0
21020534,4843cdee:1840acc7dbd:-1b31
21020534,6c7d5068:18cab5cc7df:5fa2
21020538,-43d815b2:182ca31d95b:5d1a
21020539,-43d815b2:182ca31d95b:5d1b
21020540,-43d815b2:182ca31d95b:7f5c
21020540,-43d815b2:182ca328636:-5ee7
21020540,-43d815b2:182ca328636:-6344
21020540,5a0534e6:18382c3d3fe:-1bb2
21020540,5a0534e6:18382c3d3fe:d8b
21020543,-5f8d2301:1833f8b3a53:-6d10
21020544,-5f8d2301:1833f8b3a53:-6d12
21020546,-5f8d2301:1833f8b3a53:-6d0f
21020546,-5f8d2301:1833f8b3a53:-6d11
21020547,-43d815b2:182ca31d95b:3282
21020547,-43d815b2:182ca31d95b:3634
21020547,5a0534e6:18382c3d3fe:53c3
21020549,-320c6525:1856163303b:-6af2
21020549,-3e1c2386:196394db717:5ce4
21020549,-f717141:182cd385f4b:19bb
21020549,2745edc9:1856333a78b:-7cf6
21020549,2a425dc5:18777e8e05a:-531d
21020549,4843cdee:1840acc7dbd:-169f
21020549,4843cdee:1840acc7dbd:-1b30
21020549,6c7d5068:18cab5cc7df:5f9d
21020550,-5f8d2301:1833f8b3a53:-6daf
21020551,-5f8d2301:1833f8b3a53:-6dae
21020552,-5f8d2301:1833f8b3a53:-6dad
21020553,-5f8d2301:1833f8b3a53:-6dac
21020555,-5ce2e345:185858363ff:58f9
21020555,4d5a5086:1843729ccdc:-7155
21020556,-5ce2e345:185858363ff:5914
21020556,2a425dc5:1878dab1bce:-6f9b
21020556,4d5a5086:1843729ccdc:-713a
21020557,-5ce2e345:185858363ff:58f3
21020557,4d5a5086:1843729ccdc:-715b
21020558,-5ce2e345:185858363ff:58f4
21020558,4d5a5086:1843729ccdc:-715a
21020559,-5ce2e345:185858363ff:58f5
21020559,-5ce2e345:185858363ff:58fa
21020559,4d5a5086:1843729ccdc:-7154
21020559,4d5a5086:1843729ccdc:-7159
21020560,-3e1c2386:1968172e55c:3ced
21020560,-3ff3215c:19827efa12f:-1faf
21020560,-5ce2e345:185858363ff:5be4
21020561,-19a2a375:19879e318ae:-7643
21020561,-2412e674:1888e346fd6:17ad
21020561,-37026512:18cee4f8516:4673
21020561,-43d815b2:182ca31d95b:-7624
21020561,1de44b4a:18becd1b80b:-48ca
21020561,69b6f1fb:18cf89c49cb:1274
21020561,74e7027d:18870d455a2:26cb
21020562,-37026512:18cee4f8516:469c
21020562,-37026512:18cee4f8516:46a6
21020562,69b6f1fb:18cf89c49cb:129d
21020562,69b6f1fb:18cf89c49cb:12a7
21030018,-43d815b2:182ca328636:4150
21030018,-43d815b2:182ca328636:47de
21030018,-43d815b2:182ca328636:4e6c
21030018,-43d815b2:182ca328636:54d1
21030018,-43d815b2:182ca328636:5b36
21030018,-43d815b2:182ca328636:61a3
21030018,-43d815b2:182ca328636:6808
21030018,-43d815b2:182ca328636:6e6e
21030018,-43d815b2:182ca328636:74db
21030018,-43d815b2:182ca328636:7b40
21030018,-68e44c22:1886a8ad86d:-1d0
21030018,-7feaea84:190be2ca7d3:14b2
21030018,5a0534e6:18382c3d3fe:-2130
21030055,-353ff5ff:18f088bdce4:-1adf
21030055,-353ff5ff:18f088bdce4:-2078
21030055,-3ff3215c:198323a973c:-5a04
21030055,-3ff3215c:198323a973c:-5a69
21030055,-43d815b2:182ca3363ce:-1a4b
21030055,-43d815b2:182ca3363ce:-1fed
21030055,-43d815b2:182ca3363ce:-2575
21030079,-353ff5ff:18f088bdce4:-1afc
21030079,-353ff5ff:18f088bdce4:-2095
21030079,-3ff3215c:198323a973c:-59f4
21030079,-3ff3215c:198323a973c:-5a84
21030079,-43d815b2:182ca3363ce:-1a4a
21030079,-43d815b2:182ca3363ce:-1fec
21030079,-43d815b2:182ca3363ce:-2574
21030082,-353ff5ff:18f088bdce4:-1afe
21030082,-353ff5ff:18f088bdce4:-2097
21030082,-3ff3215c:198323a973c:-59e3
21030082,-3ff3215c:198323a973c:-5a86
21030082,-43d815b2:182ca3363ce:-1a49
21030082,-43d815b2:182ca3363ce:-1feb
21030082,-43d815b2:182ca3363ce:-2573
21030082,-43d815b2:182ca3363ce:-2bb0
21030082,-43d815b2:182ca3363ce:-3068
21030089,-43d815b2:182ca3363ce:-2baf
21030089,-43d815b2:182ca3363ce:-3067
21030090,-43d815b2:182ca3363ce:-2bae
21030090,-43d815b2:182ca3363ce:-3066
21030091,-353ff5ff:18f088bdce4:-1af2
21030091,-353ff5ff:18f088bdce4:-208b
21030091,-3ff3215c:198323a973c:-59d5
21030091,-3ff3215c:198323a973c:-5a7a
21030091,-43d815b2:182ca3363ce:-1a48
21030091,-43d815b2:182ca3363ce:-1fea
21030091,-43d815b2:182ca3363ce:-2572
21030091,-43d815b2:182ca3363ce:-2bad
21030091,-43d815b2:182ca3363ce:-3065
21030092,-353ff5ff:18f088bdce4:-1af1
21030092,-353ff5ff:18f088bdce4:-208a
21030092,-3ff3215c:198323a973c:-59c9
21030092,-3ff3215c:198323a973c:-5a79
21030092,-43d815b2:182ca3363ce:-1a47
21030092,-43d815b2:182ca3363ce:-1fe9
21030092,-43d815b2:182ca3363ce:-2571
21030092,-43d815b2:182ca3363ce:-2bac
21030092,-43d815b2:182ca3363ce:-3064
21030093,-353ff5ff:18f088bdce4:-1af0
21030093,-353ff5ff:18f088bdce4:-2089
21030093,-365de8a4:1834506b982:-5e50
21030093,-365de8a4:1834506b982:-6dd0
21030093,-365de8a4:1834506b982:-76cb
21030093,-3e1c2386:1966110c081:1162
21030093,-3ff3215c:198323a973c:-59bd
21030093,-3ff3215c:198323a973c:-5a78
21030093,-43d815b2:182ca328636:-376a
21030093,-43d815b2:182ca328636:-3d56
21030093,-43d815b2:182ca328636:-4304
21030093,-43d815b2:182ca328636:-47e8
21030093,-43d815b2:182ca328636:-4c8d
21030093,-43d815b2:182ca328636:-5132
21030093,-43d815b2:182ca3363ce:-1a46
21030093,-43d815b2:182ca3363ce:-1fe8
21030093,-43d815b2:182ca3363ce:-2570
21030093,-43d815b2:182ca3363ce:-2bab
21030093,-43d815b2:182ca3363ce:-3063
21030093,-7feaea84:19071755c41:2588
21030093,-7feaea84:19080b6cb48:-5d28
21030093,-f717141:182cd385f4b:-4868
21030093,-f717141:182cd385f4b:-59d3
21030093,-f717141:182cd385f4b:-6062
21030093,4843cdee:1840acc7dbd:-258e
21030093,4dd2fe88:186a0158800:-3a38
21030093,7268641:18e20b26aeb:-1910
21030094,-21472813:1823352ac4a:-7f54
21030094,-353ff5ff:18f088bdce4:-1aee
21030094,-353ff5ff:18f088bdce4:-2087
21030094,-3a421cc4:1885264d5f4:2a55
21030094,-3ff3215c:198323a973c:-59b0
21030094,-3ff3215c:198323a973c:-5a76
21030094,-43d815b2:182ca328636:-1371
21030094,-43d815b2:182ca328636:-19e6
21030094,-43d815b2:182ca328636:-1f71
21030094,-43d815b2:182ca328636:-25c7
21030094,-43d815b2:182ca328636:-5dd
21030094,-43d815b2:182ca328636:-ca1
21030094,-43d815b2:182ca328636:797
21030094,-43d815b2:182ca328636:dd
21030094,-43d815b2:182ca32f53d:-117e
21030094,-43d815b2:182ca32f53d:-17a9
21030094,-43d815b2:182ca32f53d:-1dbf
21030094,-43d815b2:182ca32f53d:-23d6
21030094,-43d815b2:182ca32f53d:-29f5
21030094,-43d815b2:182ca32f53d:-3009
21030094,-43d815b2:182ca32f53d:-361d
21030094,-43d815b2:182ca32f53d:-3c31
21030094,-43d815b2:182ca32f53d:-4248
21030094,-43d815b2:182ca32f53d:-4873
21030094,-43d815b2:182ca32f53d:-4b2
21030094,-43d815b2:182ca32f53d:-4e89
21030094,-43d815b2:182ca32f53d:-54a0
21030094,-43d815b2:182ca32f53d:-5ac2
21030094,-43d815b2:182ca32f53d:-60ed
21030094,-43d815b2:182ca32f53d:-6703
21030094,-43d815b2:182ca32f53d:-6d26
21030094,-43d815b2:182ca32f53d:-735c
21030094,-43d815b2:182ca32f53d:-b5c
21030094,-43d815b2:182ca32f53d:1f4
21030094,-43d815b2:182ca32f53d:878
21030094,-43d815b2:182ca3363ce:-1a45
21030094,-43d815b2:182ca3363ce:-1fe7
21030094,-43d815b2:182ca3363ce:-256f
21030094,-43d815b2:182ca3363ce:-2baa
21030094,-43d815b2:182ca3363ce:-3062
21030094,-554db2bc:18df4f43de9:5a0f
21030094,-75dd00fe:1914ef5dad5:-7f42
21030094,-75dd00fe:1919305f685:-4908
21030094,1c67c889:197c483d2e6:18f5
21030094,1de44b4a:18c10de0d49:-63b1
21030094,4843cdee:1840acc7dbd:-333f
21030094,4d5a5086:1843729ccdc:-36b1
21030094,4d5a5086:1843729ccdc:-4cb6
21030094,5a0534e6:18382c3d3fe:-104d
21030094,5a0534e6:18382c3d3fe:-fb
21030094,5a0534e6:18382c3d3fe:31f0
21030094,5a0534e6:18382c3d3fe:41cd
21030094,5a0534e6:18382c3d3fe:46fb
21030094,5a0534e6:18382c3d3fe:529
21030095,-353ff5ff:18f088bdce4:-1aeb
21030095,-353ff5ff:18f088bdce4:-2084
21030095,-43d815b2:182ca3363ce:-1a44
21030095,-43d815b2:182ca3363ce:-2ba9
21030095,-43d815b2:182ca3363ce:-3061
21030096,-43d815b2:182ca3363ce:-2bb4
21030096,-43d815b2:182ca3363ce:-306c
21030097,-43d815b2:182ca3363ce:-2ba8
21030097,-43d815b2:182ca3363ce:-3060
21030104,-353ff5ff:18f088bdce4:-1afd
21030104,-353ff5ff:18f088bdce4:-2096
21030104,-3ff3215c:198323a973c:-59a0
21030104,-3ff3215c:198323a973c:-5a85
21030104,-43d815b2:182ca3363ce:-1a43
21030104,-43d815b2:182ca3363ce:-1fe6
21030104,-43d815b2:182ca3363ce:-256e
21030105,-43d815b2:182ca31d95b:-6a29
21030105,24e897ec:18335f1da20:-7da0
21030105,5a0534e6:18382c3d3fe:191b
21030105,5a0534e6:18382c3d3fe:3acb
21030106,-43d815b2:182ca3363ce:-2b5c
21030106,-43d815b2:182ca3363ce:-3014
21030109,-353ff5ff:18f088bdce4:-1ae5
21030109,-353ff5ff:18f088bdce4:-207e
21030109,-3ff3215c:198323a973c:-5a6f
21030109,-43d815b2:182ca3363ce:-1a42
21030109,-43d815b2:182ca3363ce:-1fe5
21030109,-43d815b2:182ca3363ce:-256d
21030113,-353ff5ff:18f088bdce4:-1ad5
21030113,-353ff5ff:18f088bdce4:-1ada
21030113,-353ff5ff:18f088bdce4:-206e
21030113,-353ff5ff:18f088bdce4:-2073
21030113,-3ff3215c:198323a973c:-598f
21030113,-43d815b2:182ca31d95b:-68f8
21030113,-43d815b2:182ca31d95b:-6918
21030113,-43d815b2:182ca3363ce:-1a24
21030113,-43d815b2:182ca3363ce:-1a29
21030113,-43d815b2:182ca3363ce:-1ff4
21030113,-43d815b2:182ca3363ce:-1ff9
21030113,-43d815b2:182ca3363ce:-257c
21030113,-43d815b2:182ca3363ce:-2581
21030114,-353ff5ff:18f088bdce4:-1ae7
21030114,-353ff5ff:18f088bdce4:-2080
21030114,-3ff3215c:198323a973c:-5a71
21030114,-43d815b2:182ca3363ce:-1a41
21030114,-43d815b2:182ca3363ce:-1fe4
21030114,-43d815b2:182ca3363ce:-256c
21030122,-353ff5ff:18f088bdce4:-1afb
21030122,-353ff5ff:18f088bdce4:-2094
21030122,-3ff3215c:198323a973c:-5a83
21030122,-43d815b2:182ca3363ce:-1a40
21030122,-43d815b2:182ca3363ce:-1fe3
21030122,-43d815b2:182ca3363ce:-256b
21030123,-353ff5ff:18f088bdce4:-1afa
21030123,-353ff5ff:18f088bdce4:-2093
21030123,-3ff3215c:198323a973c:-5a82
21030123,-43d815b2:182ca3363ce:-1a3f
21030123,-43d815b2:182ca3363ce:-1fe2
21030123,-43d815b2:182ca3363ce:-256a
21030124,-353ff5ff:18f088bdce4:-1af9
21030124,-353ff5ff:18f088bdce4:-2092
21030124,-3ff3215c:198323a973c:-5a81
21030124,-43d815b2:182ca3363ce:-1a3e
21030124,-43d815b2:182ca3363ce:-1fe1
21030124,-43d815b2:182ca3363ce:-2569
21030125,-353ff5ff:18f088bdce4:-1af8
21030125,-353ff5ff:18f088bdce4:-2091
21030125,-3ff3215c:198323a973c:-5a80
21030125,-43d815b2:182ca3363ce:-1a3d
21030125,-43d815b2:182ca3363ce:-1fe0
21030125,-43d815b2:182ca3363ce:-2568
21030126,-353ff5ff:18f088bdce4:-1af7
21030126,-353ff5ff:18f088bdce4:-2090
21030126,-3ff3215c:198323a973c:-5981
21030126,-3ff3215c:198323a973c:-5a7f
21030126,-43d815b2:182ca3363ce:-1a3c
21030126,-43d815b2:182ca3363ce:-1fdf
21030126,-43d815b2:182ca3363ce:-2567
21030127,-353ff5ff:18f088bdce4:-1af6
21030127,-353ff5ff:18f088bdce4:-208f
21030127,-3ff3215c:198323a973c:-5a7e
21030127,-43d815b2:182ca3363ce:-1a3b
21030127,-43d815b2:182ca3363ce:-1fde
21030127,-43d815b2:182ca3363ce:-2566
21030130,-3a421cc4:1884ced10b3:-6e3c
21030130,-40b10ee1:194d544d40a:2bee
21030130,-43d815b2:182ca328636:4151
21030130,-43d815b2:182ca328636:47df
21030130,-43d815b2:182ca328636:4e6d
21030130,-43d815b2:182ca328636:54d2
21030130,-43d815b2:182ca328636:5b37
21030130,-43d815b2:182ca328636:61a4
21030130,-43d815b2:182ca328636:6809
21030130,-43d815b2:182ca328636:6e6f
21030130,-43d815b2:182ca328636:74dc
21030130,-43d815b2:182ca328636:7b41
21030130,-43d815b2:182ca32f53d:-7952
21030130,-43d815b2:182ca32f53d:-7edc
21030130,-68e44c22:1886a8ad86d:-1cd
21030130,-7feaea84:19071755c41:1f51
21030130,-7feaea84:190a5ce4e70:b7e
21030130,-7feaea84:190be2ca7d3:14b5
21030130,33a82007:189a9412dcb:72e2
21030130,4d5a5086:1843729ccdc:-45a4
21030130,4d5a5086:1843729ccdc:-6362
21030130,5a0534e6:18382c3d3fe:-212f
21030130,69b6f1fb:18d08115911:-7b65
21030130,7f2b0cfc:192f541ab81:20b
21030130,7f2b0cfc:192f541ab81:864
21030131,-43d815b2:182ca328636:4152
21030131,-43d815b2:182ca328636:47e0
21030131,-43d815b2:182ca328636:4e6e
21030131,-43d815b2:182ca328636:54d3
21030131,-43d815b2:182ca328636:5b38
21030131,-43d815b2:182ca328636:61a5
21030131,-43d815b2:182ca328636:680a
21030131,-43d815b2:182ca328636:6e70
21030131,-43d815b2:182ca328636:74dd
21030131,-43d815b2:182ca328636:7b42
21030131,-68e44c22:1886a8ad86d:-1d7
21030131,-7feaea84:190be2ca7d3:14ab
21030131,5a0534e6:18382c3d3fe:-212e
21030132,-43d815b2:182ca328636:4153
21030132,-43d815b2:182ca328636:47e1
21030132,-43d815b2:182ca328636:4e6f
21030132,-43d815b2:182ca328636:54d4
21030132,-43d815b2:182ca328636:5b39
21030132,-43d815b2:182ca328636:61a6
21030132,-43d815b2:182ca328636:680b
21030132,-43d815b2:182ca328636:6e71
21030132,-43d815b2:182ca328636:74de
21030132,-43d815b2:182ca328636:7b43
21030132,-68e44c22:1886a8ad86d:-1d6
21030132,-7feaea84:190be2ca7d3:14ac
21030132,5a0534e6:18382c3d3fe:-212d
21030133,-43d815b2:182ca328636:4154
21030133,-43d815b2:182ca328636:47e2
21030133,-43d815b2:182ca328636:4e70
21030133,-43d815b2:182ca328636:54d5
21030133,-43d815b2:182ca328636:5b3a
21030133,-43d815b2:182ca328636:61a7
21030133,-43d815b2:182ca328636:680c
21030133,-43d815b2:182ca328636:6e72
21030133,-43d815b2:182ca328636:74df
21030133,-43d815b2:182ca328636:7b44
21030133,-68e44c22:1886a8ad86d:-1cf
21030133,-7feaea84:190be2ca7d3:14b3
21030133,5a0534e6:18382c3d3fe:-212c
21030134,-3a421cc4:1884ced10b3:-6e3d
21030134,-40b10ee1:194d544d40a:2bed
21030134,-43d815b2:182ca328636:4155
21030134,-43d815b2:182ca328636:47e3
21030134,-43d815b2:182ca328636:4e71
21030134,-43d815b2:182ca328636:54d6
21030134,-43d815b2:182ca328636:5b3b
21030134,-43d815b2:182ca328636:61a8
21030134,-43d815b2:182ca328636:680d
21030134,-43d815b2:182ca328636:6e73
21030134,-43d815b2:182ca328636:74e0
21030134,-43d815b2:182ca328636:7b45
21030134,-43d815b2:182ca32f53d:-7951
21030134,-43d815b2:182ca32f53d:-7edb
21030134,-68e44c22:1886a8ad86d:-1ce
21030134,-7feaea84:19071755c41:1f50
21030134,-7feaea84:190a5ce4e70:b7d
21030134,-7feaea84:190be2ca7d3:14b4
21030134,33a82007:189a9412dcb:72e1
21030134,4d5a5086:1843729ccdc:-45a3
21030134,4d5a5086:1843729ccdc:-6361
21030134,5a0534e6:18382c3d3fe:-212b
21030134,69b6f1fb:18d08115911:-7b66
21030134,7f2b0cfc:192f541ab81:20a
21030134,7f2b0cfc:192f541ab81:863
21030135,-43d815b2:182ca328636:4156
21030135,-43d815b2:182ca328636:47e4
21030135,-43d815b2:182ca328636:4e72
21030135,-43d815b2:182ca328636:54d7
21030135,-43d815b2:182ca328636:5b3c
21030135,-43d815b2:182ca328636:61a9
21030135,-43d815b2:182ca328636:680e
21030135,-43d815b2:182ca328636:6e74
21030135,-43d815b2:182ca328636:74e1
21030135,-43d815b2:182ca328636:7b46
21030135,-68e44c22:1886a8ad86d:-1cc
21030135,-7feaea84:190be2ca7d3:14b6
21030135,5a0534e6:18382c3d3fe:-212a
21030136,-21472813:1823352ac4a:-7f53
21030136,-43d815b2:182ca328636:-1370
21030136,-43d815b2:182ca328636:-19e5
21030136,-43d815b2:182ca328636:-1f70
21030136,-43d815b2:182ca328636:-25c6
21030136,-43d815b2:182ca328636:-5dc
21030136,-43d815b2:182ca328636:-ca0
21030136,-43d815b2:182ca328636:798
21030136,-43d815b2:182ca328636:de
21030136,-43d815b2:182ca32f53d:-6d25
21030136,-43d815b2:182ca32f53d:-735b
21030136,1c67c889:197c483d2e6:1901
21030136,4843cdee:1840acc7dbd:-333e
21030136,4d5a5086:1843729ccdc:-36b0
21030136,4d5a5086:1843729ccdc:-4cb5
21030136,5a0534e6:18382c3d3fe:31f1
21030136,5a0534e6:18382c3d3fe:41ce
21030144,-68e44c22:1886a8ad86d:-114
21030144,-7feaea84:190be2ca7d3:1565
21030160,-3e1c2386:1966110c081:1158
21030160,-43d815b2:182ca328636:-3769
21030160,-43d815b2:182ca328636:-3d55
21030160,-43d815b2:182ca328636:-4303
21030160,-43d815b2:182ca328636:-47e7
21030160,-7feaea84:19071755c41:257f
21030160,-7feaea84:19080b6cb48:-5d30
21030160,4dd2fe88:186a0158800:-3a41
21030160,5a0534e6:18382c3d3fe:191c
21030160,7268641:18e20b26aeb:-1919
21030161,-365de8a4:1834506b982:-63b9
21030161,-365de8a4:1834506b982:-68a2
21030161,-f717141:182cd385f4b:-4dd4
21030161,-f717141:182cd385f4b:-52cf
21030162,-3e1c2386:1966110c081:115a
21030162,-7feaea84:19080b6cb48:-5d2e
21030162,5a0534e6:18382c3d3fe:191d
21030164,-3e1c2386:1966110c081:1167
21030164,5a0534e6:18382c3d3fe:191e
21030165,-3e1c2386:1966110c081:1168
21030165,-7feaea84:19080b6cb48:-5d23
21030165,5a0534e6:18382c3d3fe:191f
21030166,-3e1c2386:1966110c081:1169
21030166,5a0534e6:18382c3d3fe:1920
21030167,-3e1c2386:1966110c081:116a
21030167,-7feaea84:19080b6cb48:-5d1f
21030167,5a0534e6:18382c3d3fe:1921
21030169,-3e1c2386:1966110c081:1156
21030170,-365de8a4:1834506b982:-5e4f
21030170,-365de8a4:1834506b982:-6dcf
21030170,-365de8a4:1834506b982:-76ca
21030170,-3e1c2386:1966110c081:1157
21030170,-43d815b2:182ca328636:-3768
21030170,-43d815b2:182ca328636:-3d54
21030170,-43d815b2:182ca328636:-4302
21030170,-43d815b2:182ca328636:-47e6
21030170,-43d815b2:182ca328636:-4c8c
21030170,-43d815b2:182ca328636:-5131
21030170,-7feaea84:19071755c41:257e
21030170,-7feaea84:19080b6cb48:-5d31
21030170,-f717141:182cd385f4b:-4867
21030170,-f717141:182cd385f4b:-59d2
21030170,-f717141:182cd385f4b:-6061
21030170,4843cdee:1840acc7dbd:-258d
21030170,4dd2fe88:186a0158800:-3a42
21030170,7268641:18e20b26aeb:-191a
21030172,-365de8a4:1834506b982:-5e4d
21030172,-365de8a4:1834506b982:-6dcd
21030172,-365de8a4:1834506b982:-76c8
21030172,-3e1c2386:1966110c081:115d
21030172,-43d815b2:182ca328636:-3766
21030172,-43d815b2:182ca328636:-3d52
21030172,-43d815b2:182ca328636:-4300
21030172,-43d815b2:182ca328636:-47e4
21030172,-43d815b2:182ca328636:-4c8a
21030172,-43d815b2:182ca328636:-512f
21030172,-7feaea84:19071755c41:2583
21030172,-7feaea84:19080b6cb48:-5d2b
21030172,-f717141:182cd385f4b:-4865
21030172,-f717141:182cd385f4b:-605f
21030172,4dd2fe88:186a0158800:-3a3d
21030172,7268641:18e20b26aeb:-1915
21030173,-7feaea84:19080b6cb48:-5d2a
21030175,-365de8a4:1834506b982:-5e4c
21030175,-365de8a4:1834506b982:-6dcc
21030175,-365de8a4:1834506b982:-76c7
21030175,-3e1c2386:1966110c081:1161
21030175,-43d815b2:182ca328636:-3765
21030175,-43d815b2:182ca328636:-3d51
21030175,-43d815b2:182ca328636:-42ff
21030175,-43d815b2:182ca328636:-47e3
21030175,-43d815b2:182ca328636:-4c89
21030175,-43d815b2:182ca328636:-512e
21030175,-7feaea84:19071755c41:2587
21030175,-f717141:182cd385f4b:-4864
21030175,-f717141:182cd385f4b:-59d0
21030175,-f717141:182cd385f4b:-605e
21030175,4843cdee:1840acc7dbd:-258b
21030175,4dd2fe88:186a0158800:-3a39
21030175,7268641:18e20b26aeb:-1911
21030176,-365de8a4:1834506b982:-5e4b
21030176,-365de8a4:1834506b982:-6dcb
21030176,-365de8a4:1834506b982:-76c6
21030176,-3e1c2386:1966110c081:1165
21030176,-43d815b2:182ca328636:-3764
21030176,-43d815b2:182ca328636:-3d50
21030176,-43d815b2:182ca328636:-42fe
21030176,-43d815b2:182ca328636:-47e2
21030176,-43d815b2:182ca328636:-4c88
21030176,-43d815b2:182ca328636:-512d
21030176,-7feaea84:19071755c41:258b
21030176,-f717141:182cd385f4b:-4863
21030176,-f717141:182cd385f4b:-605d
21030176,4dd2fe88:186a0158800:-3a35
21030176,7268641:18e20b26aeb:-190d
21030177,-3e1c2386:1966110c081:1175
21030177,-43d815b2:182ca328636:-3743
21030177,-43d815b2:182ca328636:-3d2f
21030177,-43d815b2:182ca328636:-42e2
21030177,-43d815b2:182ca328636:-47c6
21030177,-7feaea84:19071755c41:259e
21030177,4dd2fe88:186a0158800:-3a22
21030177,7268641:18e20b26aeb:-18fa
21030178,-3e1c2386:1966110c081:1176
21030179,-365de8a4:1834506b982:-5832
21030179,5a0534e6:18382c3d3fe:-5609
21030180,-365de8a4:1834506b982:-5831
21030181,-365de8a4:1834506b982:-5830
21030181,5a0534e6:18382c3d3fe:-5608
21030182,-365de8a4:1834506b982:-582f
21030184,-365de8a4:1834506b982:-582e
21030185,-365de8a4:1834506b982:-582d
21030186,-365de8a4:1834506b982:-582c
21030188,-365de8a4:1834506b982:-582a
21030189,-365de8a4:1834506b982:-5829
21030190,-365de8a4:1834506b982:-5837
21030191,-365de8a4:1834506b982:-57be
21030192,-365de8a4:1834506b982:-5e4a
21030192,-365de8a4:1834506b982:-6dca
21030192,-365de8a4:1834506b982:-76c5
21030192,-3e1c2386:1966110c081:1171
21030192,-43d815b2:182ca328636:-3763
21030192,-43d815b2:182ca328636:-3d4f
21030192,-43d815b2:182ca328636:-42fd
21030192,-43d815b2:182ca328636:-47e1
21030192,-43d815b2:182ca328636:-4c87
21030192,-43d815b2:182ca328636:-512c
21030192,-7feaea84:19071755c41:2593
21030192,-7feaea84:19080b6cb48:-5d1a
21030192,-f717141:182cd385f4b:-4862
21030192,-f717141:182cd385f4b:-605c
21030192,4dd2fe88:186a0158800:-3a2d
21030192,7268641:18e20b26aeb:-1905
21030193,5a0534e6:18382c3d3fe:-5607
21030194,5a0534e6:18382c3d3fe:-5606
21030195,5a0534e6:18382c3d3fe:-5605
21030196,5a0534e6:18382c3d3fe:-5604
21030198,5a0534e6:18382c3d3fe:-5602
21030199,-365de8a4:1834506b982:-5828
21030232,-21472813:1823352ac4a:-7f51
21030232,-43d815b2:182ca328636:-19e3
21030232,-43d815b2:182ca328636:-1f6e
21030232,-43d815b2:182ca328636:-25c4
21030232,-43d815b2:182ca328636:-2bf4
21030232,-43d815b2:182ca328636:-3194
21030232,-43d815b2:182ca32f53d:-6d23
21030232,-43d815b2:182ca32f53d:-7359
21030232,-5f8d2301:1833f8b3a53:-7445
21030232,-5f8d2301:1833f8b3a53:-796d
21030232,1c67c889:197c483d2e6:18eb
21030232,5a0534e6:18382c3d3fe:41d0
21030233,-43d815b2:182ca328636:-2bf3
21030233,-43d815b2:182ca328636:-3193
21030233,-5f8d2301:1833f8b3a53:-7444
21030233,-5f8d2301:1833f8b3a53:-796c
21030233,5a0534e6:18382c3d3fe:-2d33
21030234,-1042451b:18840aa9857:-2051
21030234,-21472813:1823352ac4a:-7f50
21030234,-3a421cc4:1885264d5f4:2a50
21030234,-43d815b2:182ca328636:-136e
21030234,-43d815b2:182ca328636:-19e2
21030234,-43d815b2:182ca328636:-1f6d
21030234,-43d815b2:182ca328636:-25c3
21030234,-43d815b2:182ca328636:-2bf2
21030234,-43d815b2:182ca328636:-3192
21030234,-43d815b2:182ca328636:-5da
21030234,-43d815b2:182ca328636:-c9e
21030234,-43d815b2:182ca328636:79a
21030234,-43d815b2:182ca328636:e0
21030234,-43d815b2:182ca32f53d:-117c
21030234,-43d815b2:182ca32f53d:-17a7
21030234,-43d815b2:182ca32f53d:-1dbd
21030234,-43d815b2:182ca32f53d:-23d4
21030234,-43d815b2:182ca32f53d:-29f3
21030234,-43d815b2:182ca32f53d:-3007
21030234,-43d815b2:182ca32f53d:-361b
21030234,-43d815b2:182ca32f53d:-3c2f
21030234,-43d815b2:182ca32f53d:-4246
21030234,-43d815b2:182ca32f53d:-4871
21030234,-43d815b2:182ca32f53d:-4b0
21030234,-43d815b2:182ca32f53d:-4e87
21030234,-43d815b2:182ca32f53d:-549e
21030234,-43d815b2:182ca32f53d:-5ac0
21030234,-43d815b2:182ca32f53d:-60eb
21030234,-43d815b2:182ca32f53d:-6701
21030234,-43d815b2:182ca32f53d:-6d22
21030234,-43d815b2:182ca32f53d:-7358
21030234,-43d815b2:182ca32f53d:-b5a
21030234,-43d815b2:182ca32f53d:16d9
21030234,-43d815b2:182ca32f53d:1db3
21030234,-43d815b2:182ca32f53d:1f6
21030234,-43d815b2:182ca32f53d:24a9
21030234,-43d815b2:182ca32f53d:2bac
21030234,-43d815b2:182ca32f53d:32a7
21030234,-43d815b2:182ca32f53d:87a
21030234,-43d815b2:182ca32f53d:f7d
21030234,-554db2bc:18df4f43de9:5a0a
21030234,-5f8d2301:1833f8b3a53:-7443
21030234,-5f8d2301:1833f8b3a53:-796b
21030234,-687c5d05:189635be921:fa8
21030234,-75dd00fe:1914ef5dad5:-7f47
21030234,-75dd00fe:1919305f685:-490c
